description,merchantLink,merchantName,price,productDetails,productLink,productName,reviewsCount,reviewsScore,searchKeyword,withoutDiscountPrice
Eau de Parfum · Spray · Women's · Vegan · Travel Size,http://www.google.com/url?url=https://www.kohls.com/product/prd-6114223/carolina-herrera-good-girl-blush-eau-de-parfum.jsp%3Fskuid%3D79073391%26CID%3Dseo_offers%26utm_campaign%3DSAG%26utm_medium%3Dorganic%26utm_source%3Dgoogle%26utm_product%3D79073391&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQguUECIwY&usg=AOvVaw0w7T2a55FN_LPKTGtypBh6,Kohl's,$94.00,"Good Girl Blush Eau de Parfum by Carolina Herrera, is a fresh floral fragrance that exudes feminine elegance. The iconic Good ...","http://www.google.com/shopping/product/165607065366966231?q=perfume&gl=us&hl=en&prds=eto:4633771641530410118_0,pid:16056664173702016496,rsk:PC_14793133922994814995&sa=X&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQ8gIIghg",Carolina Herrera Good Girl Blush Eau de Parfum - 30 ml,"31,443",4.7,perfume,
Eau de Parfum · Spray · Women's · Vegan · Travel Size · Cruelty-free,http://www.google.com/url?url=https://perfumania.com/products/fame-eau-de-parfum-spray-for-women-by-paco-rabanne%3Fvariant%3D40572622274693%26srsltid%3DAfmBOor0L4b3Gyg-kP7eLIqOrMpWyAQS5lJwNCL4Gfkj1hDUkii-azdOYAE%26com_cvv%3D81c269aab9bc5fc4177fabac3c77acd26f491510dd5f94a06570d6c819846581&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQguUECKUY&usg=AOvVaw1u28mKovmPgYn5lkS-9O4_,Perfumania.com,$99.95,"Paco Rabanne Fame Eau de Parfum 50ml is a feminine fragrance that celebrates the Rabanne woman, alluring luxury and fame. Paco ...","http://www.google.com/shopping/product/17423033299982772485?q=perfume&gl=us&hl=en&prds=eto:17157071627245058521_0,pid:16246029906618580252,rsk:PC_16334183244939827788&sa=X&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQ8gIImhg",Paco Rabanne - Fame - Eau de Parfum Spray 1.7 oz,"9,219",4.7,perfume,
Eau de Parfum · Women's · Travel Size,http://www.google.com/url?url=https://www.lelabofragrances.com/another-13-463.html%3Fsource%3Dshoppingads%26region%3DUS%26locale%3DEN%26size%3D15ml%26srsltid%3DAfmBOoqYKZkkJHV0MFiJuNEzvUG6fXnpNiuJa_538vbA2hRPbGRMWxewvP4&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQguUECL4Y&usg=AOvVaw3oL1EZhR8DHF3IW6fnJULl,Le Labo,$99.00,"In 2010, Le Labo was commissioned by AnOther Magazine to work on an exclusive scent, and so this hypnotising and unique ...","http://www.google.com/shopping/product/17567031925401667563?q=perfume&gl=us&hl=en&prds=eto:14648952412640459556_0,pid:16897906249536546941,rsk:PROD_VAR_17567031925401667563&sa=X&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQ8gIIthg",Le Labo Another 13 Eau de Parfum 15 ml,124,4.7,perfume,
Eau de Parfum · Spray · Women's · Travel Size,http://www.google.com/url?url=https://us.parfums-de-marly.com/products/delina-30ml%3Fvariant%3D41272977588418%26currency%3DUSD%26utm_medium%3Dproduct_sync%26utm_source%3Dgoogle%26utm_content%3Dsag_organic%26utm_campaign%3Dsag_organic%26srsltid%3DAfmBOopcDaKuea-WgpTcm1YEnOTL_5XRQuNr_YXAtUofH7YC4WdAaPyKt5g%26com_cvv%3D81c269aab9bc5fc4177fabac3c77acd26f491510dd5f94a06570d6c819846581&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQguUECNAY&usg=AOvVaw1Foh6PdmRiB57pWs0wWfs5,Parfums de Marly,$210.00,A charming and firmly modern floral bouquet. Delina is a highly nuanced fragrance which is both sweet and sensual. The eau de ...,"http://www.google.com/shopping/product/51759648616662909?q=perfume&gl=us&hl=en&prds=eto:10758149267974174583_0,pid:2840033898523671910,rsk:CID_51759648616662909&sa=X&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQ8gIIxxg",Parfums de Marly - Delina - Eau de Parfum,273,4.6,perfume,
Eau de Parfum · Spray · Vegan · Travel Size · Cruelty-free,http://www.google.com/url?url=https://www.ulta.com/p/chai-epice-eau-de-parfum-pimprod2044081%3Fsku%3D2622665%26cmpid%3DPS_Non!google!Product_Listing_Ads%26utm_source%3Dgoogle%26utm_medium%3Dpaidsearch%26CAWELAID%3D330000200003186386%26srsltid%3DAfmBOorxg1pBLLiButoj5oXE2xFVHVhDMsAgTNEASIBBT59cwFfLwJhPg1g&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQguUECOgY&usg=AOvVaw3q4G4EH4iO6DQewdgYFOfY,Ulta Beauty,$25.00,"Indulge in Chai Épicé, our chai spice perfume with notes of violet fig, muguet musk, and blonde woods. A warm, inviting blend ...","http://www.google.com/shopping/product/5222692821813387034?q=perfume&gl=us&hl=en&prds=eto:6401748510352823531_0,pid:9726282891197924320,rsk:PC_15456151866884687149&sa=X&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQ8gII3hg",Le Monde Gourmand Chai Épicé Eau de Parfum,120,4.5,perfume,
Eau de Parfum · Spray · Men's · Travel Size,http://www.google.com/url?url=https://perfumeonline.ca/products/emporio-armani-stronger-with-you-intensely%3Fcurrency%3DCAD%26variant%3D29727127601249%26utm_source%3Dgoogle%26utm_medium%3Dcpc%26utm_campaign%3DGoogle%2BShopping%26stkn%3Dfd0ce6bbe367%26srsltid%3DAfmBOopDO4-CqN_Y40-GzUr6Nxj8A24Vbd3FAm7dzPPkRYC1-XM7h4Bo-xc%26com_cvv%3D81c269aab9bc5fc4177fabac3c77acd26f491510dd5f94a06570d6c819846581&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQguUECIQZ&usg=AOvVaw0rlw4Mx6VeF3cPXr_EEedf,PerfumeOnline,$80.47,Stronger With You Intensely from Emporio Armani is an oriental-woody fragrance with fougère accents. This addictive scent is ...,"http://www.google.com/shopping/product/7201493912793872215?q=perfume&gl=us&hl=en&prds=eto:12886568929234633091_0,pid:2603925928519963969,rsk:PC_7856555857271655845&sa=X&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQ8gII-xg",Emporio Armani Stronger with You Intensely Eau de Parfum Spray,"5,719",4.7,perfume,$92.22
Eau de Parfum · Gifts for Mothers · Spray · Women's · Travel Size,http://www.google.com/url?url=https://www.samsclub.com/p/ysl-libre-1-0-edp-spray/PL980430163%3FitemNumber%3D980430163&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQguUECJoZ&usg=AOvVaw3E3CzIVhMfYiTdHtbBET7N,Sam's Club,$64.84,"Experience Freedom with Libre Perfume by Yves Saint Laurent About the Product Libre perfume, released in 2019 by the iconic ...","http://www.google.com/shopping/product/9736880877866493670?q=perfume&gl=us&hl=en&prds=eto:2537807536220097975_0,pid:13247643101662227436,rsk:PC_3095006201292915950&sa=X&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQ8gIIkBk",Yves Saint Laurent Libre Eau de Parfum,"39,057",4.7,perfume,
Eau de Parfum · Spray · Men's · Travel Size,http://www.google.com/url?url=https://www.jeanpaulgaultier.com/us/en/fragrances/range-le-male/le-male-le-parfum-eau-de-parfum-intense%3Fean%3D8435415032315%26utm_source%3Dgoogle%26utm_medium%3Dorganic_shopping_fragrance%26srsltid%3DAfmBOoouU2Pk3mUuamUrpX7MzSHX4VisBjltnQ-lkWlbMo00_36eqjd-G20&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQguUECK8Z&usg=AOvVaw2X3XRTFBtuGbazWFVibosS,Jean Paul Gaultier,$142.00,The Irresistible Scents of Le Male Francis Kurkdjian designed this Gaultier perfume to contain a potent mix of top notes ...,"http://www.google.com/shopping/product/8520833660964839830?q=perfume&gl=us&hl=en&prds=eto:4187719835471758828_0,pid:1939288818206999128,rsk:PC_15349487186783276061&sa=X&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQ8gIIphk",Jean Paul Gaultier Le male Le Parfum 4.2 oz Eau de Parfum Intense Spray,"9,786",4.7,perfume,
Eau de Parfum · Spray · Men's · Travel Size,http://www.google.com/url?url=https://www.sabina.com/en/mens-perfumes/11526-the-most-wanted-intense.html%3Futm_campaign%3Ddirect_link%26utm_content%3D%26utm_source%3Dgoogleshopping_us%26utm_medium%3Dcpc%26utm_term%3D%26setcountry%3D21%26setcurrency%3D4%26srsltid%3DAfmBOorBSW-ZHkj55UWMh77Je3Au_syn_tiNPA8yjevO7yJDQ4UdVvxNr1E%23/25-size-1_7_fl_oz&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQguUECMYZ&usg=AOvVaw1qbO3mcD3po94sh3v_03p6,Sabina,$61.01,"Azzaro The Most Wanted Eau de Parfum Intense is the men's fragrance of a daring man with an endless appeal. Day or night, he ...","http://www.google.com/shopping/product/9353780372326349040?q=perfume&gl=us&hl=en&prds=eto:14152312910464352860_0,pid:17059568611117247010,rsk:PC_864652286942763746&sa=X&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQ8gIIvRk",Azzaro The Most Wanted Eau de Parfum Intense,"4,953",4.8,perfume,
Eau de Toilette · Spray · Men's · Travel Size,http://www.google.com/url?url=https://www.saksfifthavenue.com/product/Versace-Eros-Eau-de-Toilette-0400014292074.html%3Fdwvar_0400014292074_size%3D1.7%2Boz%26dwvar_0400014292074_color%3DNO%2BCOLOR%26site_refer%3DNPLA_GGL_Shopping%26country%3DUS%26currency%3DUSD&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQguUECNsZ&usg=AOvVaw2mDGIlBAgtUxrtRPSCIsc0,Saks Fifth Avenue,$79.00,TOP NOTES This Versace perfume is for those men who defend their goals and ideas. It opens up with the refreshing and green ...,"http://www.google.com/shopping/product/2315650045683555204?q=perfume&gl=us&hl=en&prds=eto:16674327027331951368_0,pid:1076556256277073085,rsk:PC_8275937377626129355&sa=X&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQ8gII0hk",Versace Eros Eau de Toilette Men Spray - 1.7 oz,"13,699",4.7,perfume,
Eau de Parfum · Spray · Women's · Travel Size,http://www.google.com/url?url=https://theperfumebox.com/products/wt-verero%3Fcurrency%3DUSD%26variant%3D31247603564616%26utm_source%3Dgoogle%26utm_medium%3Dcpc%26utm_campaign%3DGoogle%2BShopping%26stkn%3D2381e56de30b%26com_cvv%3D81c269aab9bc5fc4177fabac3c77acd26f491510dd5f94a06570d6c819846581&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQguUECO0Z&usg=AOvVaw2yIAl25TdKlOtLLcPvziGC,ThePerfumeBox.com,$45.09,"The Versace Eros Pour Femme by Versace for Women is a luxurious and seductive scent that embodies femininity, passion, and ...","http://www.google.com/shopping/product/10495896781914950565?q=perfume&gl=us&hl=en&prds=eto:9352356522144732696_0,pid:16097312690440771301,rsk:PC_17757411240230078534&sa=X&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQ8gII5Bk",Versace Eros Eau de Parfum Spray 1.7 oz (women),"8,781",4.7,perfume,
Eau de Toilette · Spray · Men's · Travel Size,http://www.google.com/url?url=https://www.fragranceshop.com/applycoupon/index/%3Fcode%3DXR35%26return_url%3D/men-s-cologne/versace/cologne-versace-versace-eros.html%3Fsizeid%3DMN36626&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQguUECIca&usg=AOvVaw2lIuV-X_FW6APoUdgohJuM,FragranceShop.com,$6.47,Versace Eros by Versace for Men - 0.17 oz EDT Splash (Mini) Launched by the design house of Bois 1920 in the year 2013. This ...,"http://www.google.com/shopping/product/16010295380749296904?q=perfume&gl=us&hl=en&prds=eto:3243912369515670431_0,pid:17834083416138671608,rsk:PC_3313493908702950777&sa=X&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQ8gII_hk",Versace Eros Mini Cologne for Men - 0.17 oz bottle,"3,827",4.6,perfume,$9.95
Eau de Parfum · Spray · Women's · Vegan · Travel Size,http://www.google.com/url?url=https://www.dillards.com/p/este-lauder-beautiful-eau-de-parfum-spray/656452%3Fsku%3D8088537%26googleShop%3DY%26srsltid%3DAfmBOorClj4vLWWLnpXzZMRjeQSAaulsankW2VePkNS6BjICNKaMPBflH7w&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQguUECJwa&usg=AOvVaw0_15N_VlxZ1KNteW6cuYXm,Dillard's,$38.00,Beautiful by Estee Lauder was launched in 1985. Beautiful is said to be the fragrance of a thousand flowers. This is a light ...,"http://www.google.com/shopping/product/2680478436740682253?q=perfume&gl=us&hl=en&prds=eto:1679134538309992470_0,pid:13038694469533878995,rsk:PC_18053961623276991879&sa=X&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQ8gIIkho",Estee Lauder Beautiful Eau de Parfum Spray,"10,317",4.7,perfume,
Spray · Vegan · Paraben-free · Cruelty-free · Phthalate-free,http://www.google.com/url?url=https://www.soldejaneiro.com/products/cheirosa-40-hair-body-fragrance-mist%3Fvariant%3D39417934315622%26srsltid%3DAfmBOooVmKEG6a2HJ58Ym4BWkGtPh6RcTLeKXeWDWncbd_QjsmQzi59Gmcg%26com_cvv%3D81c269aab9bc5fc4177fabac3c77acd26f491510dd5f94a06570d6c819846581&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQguUECLQa&usg=AOvVaw1JdoK3ubQ5mAxTuUqrPG-o,Sol de Janeiro,$38.00,A refreshing mist which contains the atmosphere of a Brazilian carnival. Fall in love with an exotic body fragrance and enjoy ...,"http://www.google.com/shopping/product/2430398212477549406?q=perfume&gl=us&hl=en&prds=eto:16757788710170497303_0,pid:10479660805349321624,rsk:PC_2912987878031467640&sa=X&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQ8gIIqho",Sol de Janeiro Brazilian Crush Cheirosa 40 Hair & Body Fragrance Mist - 8 oz,"10,017",4.6,perfume,
Eau de Parfum · Spray · Women's · Travel Size,http://www.google.com/url?url=https://www.nordstrom.com/s/parfums-de-marly-delina-eau-de-parfum/7423641%3Fcolor%3DNO%2BCOLOR%26size%3D2.5%2Boz%26country%3DUS%26currency%3DUSD%26utm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dseo_shopping%26utm_channel%3Dlow_nd_seo_shopping%26srsltid%3DAfmBOoqQ_CHKoGlV_ql9EovsfnBvK7DHGqOZlENMQQG3rLbb7kvLBqMxeU8&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQguUECNAa&usg=AOvVaw0HRsK14Zxfhpn_lXY80IUC,Nordstrom,$375.00,"An iconic, addictive scent with notes of rose and lychee. For an elegant woman with a facetted personality. A charming and ...","http://www.google.com/shopping/product/11565640599881619182?q=perfume&gl=us&hl=en&prds=eto:11343281328069503380_0,pid:5802059256714072239,rsk:PC_4801300612397634962&sa=X&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQ8gIIxxo",Parfums de Marly Delina Eau de Parfum,"4,771",4.7,perfume,
Eau de Parfum · Spray · Men's · Travel Size,http://www.google.com/url?url=https://www.perfume.com/lattafa/lattafa-qaed-al-fursan/men-cologne%3Fsid%3DLATLAR%26src%3DgoogleShopping%26currency%3Dusd%26coupon%3Dpc22&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQguUECOca&usg=AOvVaw2GuGJNk19cqTK9OpIf0RlL,Perfume.com,$21.98,An ethereal scent that opens up with fresh fruity notes to transform into woody-floral notes for an expressive and elegant ...,"http://www.google.com/shopping/product/9853418690833120685?q=perfume&gl=us&hl=en&prds=eto:6730498953443308181_0,pid:16325096034006691915,rsk:PC_16513905196522620871&sa=X&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQ8gII3ho",Lattafa Qaed Al Fursan Eau de Parfum,992,4.6,perfume,
Perfume · Spray · Unisex · Travel Size,http://www.google.com/url?url=https://www.luckyscent.com/product/49873/baccarat-rouge-540-extrait-by-maison-francis-kurkdjian%3Fsku%3D49873%26utm_source%3Dgoogle-base%26utm_medium%3Dorganic%26utm_campaign%3Dgoogle-base&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQguUECP4a&usg=AOvVaw0rfaPRnhjlMPrZ-v-TgDfU,Luckyscent.com,$465.00,Maison Francis Kurkdjian - Baccarat Rouge 540 Extrait de Parfum intensifies the power and radiance of the Eau de Parfum ...,"http://www.google.com/shopping/product/15968460042408934895?q=perfume&gl=us&hl=en&prds=eto:3899292937735604967_0,pid:11063881642023956435,rsk:PC_4312757002504843034&sa=X&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQ8gII9Ro","Maison Francis Kurkdjian Baccarat Rouge 540 Extrait de Parfum, 2.4 oz., Scents & Fragrance Perfumes Eau de Toilette Parfum","4,676",4.7,perfume,
Eau de Parfum · Gifts for Mothers · Spray · Women's · Vegan · Paraben-free · Travel Size · Cruelty-free,http://www.google.com/url?url=https://billieeilishfragrances.com/products/eilish-eau-de-parfum%3Fvariant%3D42528133251224%26currency%3DUSD%26utm_medium%3Dproduct_sync%26utm_source%3Dgoogle%26utm_content%3Dsag_organic%26utm_campaign%3Dsag_organic%26srsltid%3DAfmBOopLjSG-fMaKEv0LVqRXP2YtyF18UwZh8g1S_UYpNaEDX8X5LuwGFMw%26com_cvv%3D81c269aab9bc5fc4177fabac3c77acd26f491510dd5f94a06570d6c819846581&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQguUECJkb&usg=AOvVaw36P51uDzLlNIu7MwYMKHvk,Billie Eilish Fragrances,$52.00,Introducing Billie Eilish EDP 30 ml(N) - the perfect fragrance to express your individual style. This captivating scent is a ...,"http://www.google.com/shopping/product/11101721851018152288?q=perfume&gl=us&hl=en&prds=eto:13915622005110228616_0,pid:6758040421352089800,rsk:PC_2008487088144474707&sa=X&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQ8gIIjBs",Billie Eilish 1 oz Eilish Eau de Parfum Spray for Women,"5,476",4.5,perfume,
Eau de Parfum · Spray · Unisex · Travel Size,http://www.google.com/url?url=https://www.mrporter.com/en-us/mens/product/le-labo/grooming/eau-de-parfum/another-13-eau-de-parfum-50ml/4146401443174078%3Fsrsltid%3DAfmBOoo2S6R-W5xiZtafU-pG4-jYCgsy3BLRvm9QOfFoCEnKChOTmvG26LQ&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQguUECKsb&usg=AOvVaw0c7GuO1yZKIc2XJayPssxP,MR PORTER,$230.00,"In 2010, Le Labo was commissioned by AnOther Magazine to work on an exclusive scent. This project was born thanks to Sarah ...","http://www.google.com/shopping/product/16472311302061288725?q=perfume&gl=us&hl=en&prds=eto:12190795541489654726_0,pid:11952767452345271631,rsk:PC_8778616565012288753&sa=X&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQ8gIIohs",Le Labo Another 13 Eau de Parfum,"5,088",4.8,perfume,
Eau de Parfum · Spray · Women's · Travel Size,http://www.google.com/url?url=https://www.ecosmetics.com/product/dylan-purpleeau-de-parfum/%3Fsrsltid%3DAfmBOooQIFQY8sFJreN-gA1gAnTy9fCs4G-18gT9DJM4KCDRbFkl7QIERLw&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQguUECMIb&usg=AOvVaw22jLIHTa5KArmEqSLcM1wC,eCosmetics,$15.00,Dylan Purple is a vibrant and sophisticated fragrance. The effervescent notes of bergamot harmonize with the lively essence of ...,"http://www.google.com/shopping/product/14374745062159907357?q=perfume&gl=us&hl=en&prds=eto:6679711342806037590_0,pid:6650390866003916886,rsk:PC_3349690115669875251&sa=X&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQ8gIIuRs",Versace Dylan Purple by Gianni Versace Eau de Parfum 0.17 oz Mini,36,4.3,perfume,
Eau de Parfum · Gifts for Mothers · Spray · Women's · Travel Size,http://www.google.com/url?url=https://www.selfridges.com/US/en/product/byredoblanche-eau-de-parfum_496-3004044-806199/%3FpreviewSize%3D50ml%26cm_mmc%3DPLA-_-GoogleUS-_-BEAUTY-_-BYREDO%26POR%3DY&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQguUECN8b&usg=AOvVaw3qXMyyF1-Kp1nBf6FTeYF4,Selfridges,$164.00,"The unique fragrance Byredo Blanche from the Swedish perfume house Byredo, is nothing less than an attempt to depict the color ...","http://www.google.com/shopping/product/8444073177083357282?q=perfume&gl=us&hl=en&prds=eto:15055355825337544473_0,pid:15641248706215190611,rsk:PC_557022406310937289&sa=X&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQ8gII1Rs",Byredo - Blanche - Eau de Parfum,"1,727",4.7,perfume,
Eau de Parfum · Spray · Women's · Travel Size,http://www.google.com/url?url=https://www.giorgioarmanibeauty-usa.com/-fragrances-womens-fragrances-perfume-my-way-my-way-eau-de-parfum-the-new-feminine-fragrance/3614272907652.html%3Fsrsltid%3DAfmBOop4Gkvi1B7eZMFptJRYHbnww4Kb55Q76_-3oKTQQJeajM04Qd9h7us&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQguUECPQb&usg=AOvVaw3zFbGZDMP1kTZpHVLQnnxM,Armani beauty US,$90.00,"Perfumery Sets Giorgio Armani My Way Eau de Parfum 30 ml Discover My Way, the new feminine fragrance from Giorgio Armani. My ...","http://www.google.com/shopping/product/10215140259891810361?q=perfume&gl=us&hl=en&prds=eto:2217547696507307877_0,pid:10247096881157530036,rsk:PC_15201982671740107624&sa=X&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQ8gII6xs",Giorgio Armani My Way Eau de Parfum Spray 1 oz,"30,245",4.7,perfume,
Eau de Parfum · Spray · Men's · Travel Size,http://www.google.com/url?url=https://valenciaperfumes.com/products/haya-by-lattafa%3Fvariant%3D44841219457270%26currency%3DUSD%26utm_medium%3Dproduct_sync%26utm_source%3Dgoogle%26utm_content%3Dsag_organic%26utm_campaign%3Dsag_organic%26srsltid%3DAfmBOoqrA6dG7xdrElbOCJerjKyzWQDd5O_SB2O1HnAywPbDThWLm1_ta1Q%26com_cvv%3D81c269aab9bc5fc4177fabac3c77acd26f491510dd5f94a06570d6c819846581&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQguUECIsc&usg=AOvVaw1jwcQsPZJKpUWrz2s5Xker,Valencia Perfumes,$33.15,"This perfume is a delightful blend of citrus, fruity, floral, and woody notes. The top notes open with a burst of bright and ...","http://www.google.com/shopping/product/15939101401686621051?q=perfume&gl=us&hl=en&prds=eto:1439021790974950315_0,pid:9450859435615154386,rsk:PC_14722803300839652148&sa=X&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQ8gIIghw",Lattafa Haya Eau de Parfum 3.4 oz,209,4.6,perfume,$96.00
Eau de Parfum · Spray · Men's · Travel Size,http://www.google.com/url?url=https://www.maxaroma.com/fragrance/men-fragrances/versace-eros-parfum/pid/30499/3%3Futm_source%3Dgoogle%26utm_medium%3Dcpc%26utm_campaign%3Dproduct&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQguUECJ8c&usg=AOvVaw07QgyYZYjWRtBdyX4ZCDBt,MaxAroma.com,$86.00,Experience the intensity of desire with Versace Eros Parfum Natural Spray. This sophisticated fragrance is a bold and ...,"http://www.google.com/shopping/product/5075851934998758935?q=perfume&gl=us&hl=en&prds=eto:4023493987381767379_0,pid:1989948913832826524,rsk:PC_8201320366422668387&sa=X&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQ8gIIlhw",Versace Eros Parfum Spray for Men (3.4oz),"1,606",4.6,perfume,
Eau de Parfum · Spray · Men's · Travel Size,http://www.google.com/url?url=https://redlabeloutlet.co.uk/products/afnan-9-pm-eau-de-parfum-100ml-men-spray%3Fvariant%3D42647974969544%26srsltid%3DAfmBOooZiI2dfQPDV5e9iQjWrorL91lk1XQ6KaQlxUKDgd19f-rj_6GIT_k%26com_cvv%3D81c269aab9bc5fc4177fabac3c77acd26f491510dd5f94a06570d6c819846581&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQguUECLkc&usg=AOvVaw3rL-xJczy2ospLrioeUh8N,Red Label Outlet,$33.57,Afnan 9 Pm - A fragrance that blooms with warmth and romance Afnan 9 Pm perfume for men and women is a unique fragrance that ...,"http://www.google.com/shopping/product/16939652780559720?q=perfume&gl=us&hl=en&prds=eto:9350454491225694555_0,pid:2391017180934824800,rsk:PC_11336162402895932382&sa=X&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQ8gIIsBw",Afnan 9pm Eau De Parfum 100ml,"2,891",4.8,perfume,
Eau de Parfum · Spray · Men's · Travel Size,http://www.google.com/url?url=https://www.hermes.com/us/en/product/terre-dhermes-eau-givree-eau-de-parfum-V107535V0/&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQguUECMwc&usg=AOvVaw2lb7jpsLOyprPJ1DCFy2eW,Hermès,$125.00,"Terre d'Hermès Eau Givrée, the heat of ice.A new Eau de Parfum, both fresh and intense. Created by Christine Nagel, Hermès ...","http://www.google.com/shopping/product/16979192178774141506?q=perfume&gl=us&hl=en&prds=eto:14444566825804628510_0,pid:14849357211058497268,rsk:PC_4551391882939412882&sa=X&ved=0ahUKEwiCnIOCl6SGAxWjFjQIHSvUDiEQ8gIIwxw",Terre D'Hermes Eau Givree Eau de Parfum,558,4.6,perfume,
